1,0,0,1,1,1,0
2,0,0,1,1,1,0
3,0,0,0,0,0,1
4,1,0,0,0,0,1
5,0,0,1,1,0,0
6,0,0,1,1,0,0
7,0,1,0,0,0,0
8,0,0,0,0,1,1
9,0,1,1,0,0,0
10,1,1,0,0,0,0
11,1,0,0,0,1,1
12,0,0,1,1,1,0
13,0,0,0,1,1,0
14,0,0,0,0,0,1
15,0,0,1,0,1,0
16,0,0,0,1,1,0
17,0,0,0,1,1,0
18,0,0,1,1,1,0
19,1,0,0,0,0,0
20,0,0,0,0,0,1
21,0,0,0,0,0,1
22,1,0,1,0,0,0
23,0,1,1,0,0,0
24,0,0,0,0,0,1
25,1,1,1,0,0,0
26,1,1,0,0,0,0
27,1,1,0,0,0,0
28,0,0,1,1,1,0
29,0,1,0,0,0,0
30,0,0,1,0,0,0
31,0,0,1,0,0,0
32,0,0,1,1,1,0
33,0,1,1,0,0,0
34,0,0,1,1,1,0
35,0,0,0,0,0,1
36,0,1,1,0,0,0
37,1,0,0,0,0,1
38,0,0,1,0,0,0
39,0,0,0,1,1,0
40,1,0,0,0,0,1
41,1,0,0,0,0,1
42,1,0,0,0,0,1
43,0,0,0,0,1,1
44,0,0,0,1,1,0
45,1,1,0,0,0,0
46,1,0,0,0,0,1
47,0,1,1,0,0,0
48,0,0,1,1,1,0
49,0,0,1,0,1,0
50,1,0,0,0,0,0
51,0,0,0,0,0,1
52,1,0,1,0,0,0
53,0,0,1,0,0,0
54,0,0,1,1,1,0
55,0,0,0,1,1,0
56,0,0,0,0,0,1
57,0,1,1,0,0,0
58,1,1,0,0,0,0
59,0,1,0,0,0,0
60,0,0,1,1,1,0
61,0,0,1,1,0,0
62,0,0,0,0,1,1
63,0,0,0,0,0,1
64,0,0,0,0,1,0
65,0,0,1,0,0,0
66,1,1,0,0,0,0
67,0,0,1,0,1,0
68,0,1,1,0,0,0
69,0,1,1,0,0,0
70,1,0,0,0,0,1
71,0,0,0,0,0,1
72,1,0,0,0,1,0
73,0,0,1,0,0,0
74,0,0,1,1,1,0
75,0,1,1,0,0,0
76,0,1,1,1,0,0
77,0,0,1,1,0,0
78,0,0,0,1,1,0
79,0,0,0,0,0,1
80,1,1,0,0,0,0
81,1,0,0,0,0,0
82,0,1,0,0,0,0
83,0,1,0,0,0,0
84,1,0,0,0,0,1
85,0,0,0,1,1,1
86,1,0,0,0,0,0
87,0,1,1,0,0,0
88,0,1,1,0,0,0
89,0,1,1,0,0,0
90,0,0,1,1,0,1
91,0,0,1,0,1,0
92,0,0,1,0,0,0
93,0,0,0,0,0,1
94,0,0,0,1,1,0
95,1,0,0,0,0,1
96,0,0,0,0,0,1
97,0,0,1,0,0,0
98,0,0,1,1,0,0
99,0,0,0,0,0,1
100,1,1,1,0,0,0
101,0,0,0,1,1,0
102,0,0,0,1,0,0
103,0,0,0,1,1,0
104,1,0,0,0,0,1
105,1,0,0,0,0,1
106,0,0,1,0,0,1
107,0,0,0,0,0,1
108,1,1,0,0,0,0
109,1,0,0,0,1,0
110,0,0,0,0,0,1
111,0,0,0,1,1,0
112,1,0,0,0,0,0
113,0,1,1,0,0,0
114,0,0,1,0,0,0
115,0,0,1,1,1,0
116,0,0,0,0,0,1
117,1,1,0,0,0,1
118,0,1,1,0,0,0
119,1,0,0,0,1,0
120,0,0,1,0,0,1
121,0,1,0,0,0,0
122,0,0,0,0,1,1
123,0,1,1,0,0,0
124,0,0,0,0,0,1
125,1,0,0,0,0,1
126,0,0,1,1,0,0
127,1,1,0,0,0,0
128,1,1,0,0,0,0
129,0,0,0,1,1,0
130,1,1,0,0,0,0
131,0,0,1,1,1,0
132,0,0,0,1,1,0
133,0,0,1,1,1,0
134,1,1,0,0,0,0
135,1,1,0,0,0,1
136,0,0,1,1,0,0
137,0,0,0,0,0,1
138,1,0,0,0,0,1
139,0,0,1,0,1,0
140,1,1,0,0,0,0
141,1,0,0,0,0,1
142,1,0,0,0,0,1
143,0,0,0,0,1,1
144,0,1,0,0,0,0
145,1,0,0,0,0,0
146,0,0,1,0,0,0
147,0,0,0,0,0,1
148,0,0,0,0,0,1
149,0,0,1,1,1,0
150,0,0,1,1,1,0
151,0,0,1,1,1,0
152,1,1,1,0,0,0
153,1,0,0,0,0,1
154,0,0,1,1,1,0
155,0,0,1,1,1,0
156,0,0,0,0,0,1
157,0,0,0,1,0,0
158,0,0,1,0,1,0
159,0,0,1,1,1,0
160,0,1,1,0,0,0
161,0,1,1,0,0,0
162,0,1,1,0,0,0
163,1,0,0,0,0,1
164,0,0,0,0,0,1
165,0,0,1,1,1,0
166,0,0,0,0,0,1
167,1,0,0,0,0,1
168,0,0,0,0,1,0
169,0,0,0,0,0,1
170,0,1,1,0,0,0
171,0,0,1,0,0,0
172,0,0,1,1,0,0
173,0,0,1,0,1,0
174,0,1,1,0,0,0
175,0,0,0,0,1,0
176,0,0,1,1,0,0
177,0,0,1,0,0,0
178,1,0,0,0,0,1
179,0,0,0,0,0,1
180,0,0,1,1,1,0
181,1,1,0,0,0,0
182,0,0,1,1,0,0
183,0,0,0,1,1,0
184,0,0,1,0,0,0
185,1,0,0,0,0,1
186,1,0,0,0,0,0
187,0,0,1,0,0,0
188,1,1,0,0,0,0
189,1,0,0,0,0,1
190,0,1,1,0,0,0
191,1,0,0,0,0,1
192,1,0,0,0,0,0
193,0,0,0,1,0,0
194,1,0,0,0,0,1
195,0,0,1,1,1,0
196,1,0,0,0,0,1
197,0,0,0,0,0,1
198,0,0,1,0,1,0
199,1,0,0,0,0,1
200,0,0,1,1,1,0
201,0,0,1,1,1,0
202,0,0,0,0,0,1
203,0,0,0,1,1,0
204,0,0,1,1,1,0
205,0,0,0,0,1,1
206,1,0,0,0,0,1
207,1,0,0,0,1,1
208,0,0,1,1,1,0
209,0,0,1,1,1,0
210,1,0,0,0,0,1
211,0,0,1,0,0,0
212,1,0,0,0,1,1
213,0,1,1,0,0,0
214,1,0,0,0,0,1
215,0,0,0,1,1,0
216,0,1,1,0,0,0
217,1,0,0,0,0,1
218,1,1,0,0,0,1
219,1,1,0,0,0,1
220,0,0,0,0,1,0
221,0,1,1,1,0,0
222,0,0,1,1,1,0
223,0,0,0,1,1,0
224,0,0,1,0,0,0
225,0,0,0,0,0,1
226,1,0,0,0,0,1
227,0,1,1,0,0,0
228,1,0,0,0,0,0
229,1,0,0,0,0,1
230,0,0,1,1,1,0
231,0,0,0,0,0,1
232,0,1,1,0,0,0
233,0,0,1,1,0,0
234,0,0,1,1,1,0
235,0,0,1,0,0,0
236,0,0,1,0,0,0
237,0,1,1,0,0,0
238,0,1,1,0,0,0
239,0,0,1,0,1,0
240,0,0,0,1,1,0
241,1,0,0,0,0,1
242,0,1,0,0,0,0
243,0,0,0,0,0,1
244,0,0,0,0,0,1
245,0,0,1,1,0,0
246,0,0,0,0,0,1
247,0,1,1,0,0,0
248,1,0,0,0,0,0
249,1,0,0,0,0,1
250,0,0,0,0,0,1
251,0,1,1,0,0,0
252,0,0,1,1,0,0
253,0,0,1,1,1,0
254,1,0,0,0,1,0
255,0,1,1,0,0,0
256,0,0,1,1,0,0
257,0,1,1,0,0,0
258,1,0,0,0,0,1
259,0,0,0,1,1,0
260,1,0,0,0,0,1
261,0,0,1,1,1,0
262,0,0,1,1,1,0
263,0,0,1,1,1,0
264,0,0,1,1,1,0
265,1,1,1,0,0,0
266,1,1,0,0,0,0
267,0,1,0,0,0,0
268,1,0,0,0,0,0
269,0,0,1,0,0,1
270,1,0,0,0,0,1
271,0,0,0,1,1,0
272,0,0,0,0,0,1
273,0,1,0,1,0,0
274,1,0,0,0,0,1
275,1,0,0,0,0,0
276,0,0,1,0,0,0
277,0,0,1,1,1,0
278,0,0,0,0,0,1
279,0,1,1,1,0,0
280,0,0,0,0,0,1
281,1,0,0,0,0,1
282,1,1,0,0,0,0
283,0,0,0,0,1,0
284,0,1,1,0,0,0
285,1,0,0,0,0,1
286,1,0,0,0,0,1
287,0,1,1,0,0,0
288,1,0,0,0,0,1
289,0,0,1,0,1,0
290,0,0,0,1,0,0
291,0,0,0,1,1,0
292,0,1,1,0,0,0
293,0,0,0,0,0,1
294,0,0,0,1,1,0
295,0,1,1,0,0,0
296,0,0,1,1,0,0
297,1,0,0,0,0,1
298,0,0,0,0,0,1
299,1,0,0,0,0,0
300,0,1,1,0,0,0
301,0,0,0,1,1,0
302,0,1,1,1,0,0
303,0,0,1,1,1,0
304,0,0,1,1,1,0
305,0,0,1,1,0,0
306,0,1,1,0,0,0
307,0,0,1,1,0,0
308,0,0,1,1,1,0
309,0,0,1,1,1,0
310,0,1,1,0,0,0
311,1,1,0,0,0,0
312,0,0,1,0,1,0
313,0,0,1,0,1,0
314,0,0,1,0,0,0
315,0,0,0,0,0,1
316,0,1,0,0,0,0
317,0,1,0,0,0,1
318,0,1,0,0,0,0
319,0,0,1,0,0,0
320,0,0,0,0,0,1
321,1,0,0,0,0,1
322,0,0,1,1,1,0
323,1,0,0,0,0,1
324,0,0,0,0,0,1
325,0,0,1,1,1,0
326,0,0,1,1,1,0
327,0,0,1,0,0,0
328,0,0,1,0,0,0
329,0,0,1,0,0,0
330,1,1,0,0,0,0
331,0,1,0,0,0,0
332,1,0,0,0,0,0
333,1,0,0,0,0,1
334,0,0,1,1,1,0
335,1,0,0,0,0,1
336,0,0,1,1,0,0
337,0,0,0,0,0,1
338,0,0,0,0,0,1
339,0,1,1,0,0,0
340,0,0,1,0,0,0
341,0,0,0,0,1,0
342,0,1,1,0,0,0
343,0,0,0,1,1,0
344,1,1,0,0,0,0
345,0,0,1,1,1,0
346,0,0,1,1,1,0
347,0,0,1,1,1,0
348,0,1,1,0,0,0
349,0,0,1,1,1,0
350,1,1,0,0,0,0
351,0,0,1,0,0,0
352,1,0,0,0,0,1
353,0,0,1,1,0,0
354,0,0,1,0,1,0
355,0,0,1,0,1,0
356,0,0,0,0,1,0
357,0,0,1,0,0,0
358,1,1,0,0,0,0
359,0,0,0,0,1,1
360,0,0,1,0,1,0
361,0,0,0,0,0,1
362,0,0,1,1,0,0
363,1,0,0,0,0,1
364,0,0,1,1,1,0
365,0,1,0,0,0,0
366,1,0,0,0,0,1
367,0,1,0,0,0,0
368,1,1,0,0,0,0
369,1,1,0,0,0,0
370,1,0,0,0,0,0
371,1,1,0,0,0,1
372,0,1,1,0,0,0
373,0,0,0,0,0,1
374,0,1,1,0,0,0
375,0,0,1,0,1,0
376,1,1,1,0,0,0
377,1,1,1,0,0,0
378,0,0,1,1,1,0
379,0,0,0,0,0,1
380,0,0,0,0,0,1
381,1,0,0,0,0,0
382,0,1,1,0,0,0
383,0,0,1,0,0,0
384,0,0,1,1,1,0
385,1,1,0,0,0,0
386,1,1,1,0,0,0
387,1,1,1,0,0,0
388,0,1,1,0,0,0
389,0,0,1,0,1,0
390,1,1,0,0,0,0
391,1,1,0,0,0,0
392,0,1,0,0,0,1
393,1,0,0,0,0,1
394,1,1,1,0,0,0
395,0,1,1,0,0,0
396,0,1,1,0,0,0
397,0,0,1,1,1,0
398,0,0,0,0,0,1
399,0,0,0,1,1,0
400,0,0,1,0,1,0
